"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"loliveira83","2026-01-04","11:15:13","@BolsonaroSP @NicolasMaduro Teu cu, mentiroso do caralho! Já tá inventando narrativa pra manter o gado animado kkkkk",0,116,17,0,2,0,0,"",0.007261612452566624,0.024755485355854034,0.967982828617096,"negativo"
"CarlosMara4940","2026-01-04","11:12:18","@BolsonaroSP @NicolasMaduro Já foi visitar seu pai hoje? 🤣🤣🤣🤣🤣🤣",0,63,9,6,2,0,0,"",0.6126719117164612,0.31859081983566284,0.06873723119497299,"positivo"
"FabioLira1","2026-01-04","11:04:04","@BolsonaroSP @NicolasMaduro Vai começar a trabalhar quando?",0,59,7,0,2,0,0,"",0.013446913100779057,0.9416590929031372,0.044893890619277954,"neutro"
"ABianchi1975","2026-01-04","10:47:12","@BolsonaroSP @NicolasMaduro https://t.co/hMjPDF56mu",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"FabioNe60286299","2026-01-04","10:40:43","@BolsonaroSP @NicolasMaduro Quem tem mais medo , Lula ou conspirador golpista que perdeu o Foro?",0,96,15,0,2,0,0,"",0.012694552540779114,0.5629206299781799,0.4243848919868469,"neutro"
"RosangelaRosie","2026-01-04","10:32:33","@BolsonaroSP @NicolasMaduro O cara só fala merdas",0,49,7,0,2,0,0,"",0.003500757273286581,0.006877597887068987,0.989621639251709,"negativo"
"ErA__MS","2026-01-04","10:31:00","@BolsonaroSP @NicolasMaduro https://t.co/KjvcHgAA5v",1,51,3,0,2,1,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"DyegoNacymento","2026-01-04","10:30:36","@BolsonaroSP @NicolasMaduro Dudu você está pálido! Tá sentindo alguma coisa, ou é só tristeza mesmo?",0,100,15,0,2,0,0,"",0.009225388057529926,0.06665339320898056,0.9241212606430054,"negativo"
"LizaBonoro","2026-01-04","10:28:25","@BolsonaroSP @NicolasMaduro Com certeza teme. https://t.co/rOEF8xgSOB",1,69,6,0,2,0,0,"",0.046900082379579544,0.6957430243492126,0.2573568522930145,"neutro"
"AntiBolsonaro17","2026-01-04","10:15:48","@BolsonaroSP @NicolasMaduro Faz assim... usa tua ""influência"" com Trampi e diz pra ele sequestrar os ditadores de Arábia Saudita, Coreia do Norte, China e Rússia. Vca não passam de uns escrotos, hipócritas, mentirosos e fdps! O BOLSONARISMO É UMA MALDIÇÃO 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",0,266,41,10,2,0,0,"",0.004374051000922918,0.008143736980855465,0.9874821901321411,"negativo"
"Nayrissonc","2026-01-04","10:08:20","@BolsonaroSP @NicolasMaduro Vai voltar a trabalhar quando?",0,58,7,0,2,0,0,"",0.009267973713576794,0.9116520285606384,0.0790799930691719,"neutro"
"CleoHunscher","2026-01-04","09:54:56","@BolsonaroSP @NicolasMaduro 🎯🎯 https://t.co/zT7YUGPiMK",1,54,4,2,2,0,0,"",0.3541730046272278,0.6086427569389343,0.037184230983257294,"neutro"
"SidneyMarc70069","2026-01-04","09:40:36","@BolsonaroSP @NicolasMaduro Chora gadaiada traidores https://t.co/S0chWqaOaH",1,76,6,0,2,0,0,"",0.04073122516274452,0.18290522694587708,0.7763635516166687,"negativo"
"dom_denada","2026-01-04","09:40:32","@BolsonaroSP @NicolasMaduro Nada Próxima.....",0,45,4,0,2,0,0,"",0.026873670518398285,0.8096110820770264,0.16351523995399475,"neutro"
"kleberkhayat","2026-01-04","09:40:27","@BolsonaroSP @NicolasMaduro 👏👏👏👏👏",0,33,3,5,2,0,0,"",0.8297749161720276,0.148752823472023,0.021472258493304253,"positivo"
"zenayowsAnder","2026-01-04","09:28:16","@BolsonaroSP @NicolasMaduro What is the disease you are suffering that turned your aspect this bad so quickly???",0,112,17,0,2,0,0,"",0.04373084381222725,0.9053782820701599,0.05089084804058075,"neutro"
"OneSouto","2026-01-04","09:14:31","@BolsonaroSP @NicolasMaduro https://t.co/689MiTfn4b",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Leandro55664439","2026-01-04","09:10:36","@BolsonaroSP @NicolasMaduro Kkkkkkkkk otários.",0,46,4,0,2,0,0,"",0.059470631182193756,0.11459687352180481,0.8259325623512268,"negativo"
"Jeffers37055324","2026-01-04","09:00:14","@BolsonaroSP @NicolasMaduro Quem teve medo foi teu pai que mandou matar o Adriano lá na Bahia, isso sim foi uma quina de arquivo, você lembra do Roni Lessa? Era capacho da sua família seu idiota, matou a mando do teu pai e vc sabe disso seu amigo ele era fdp",0,258,50,0,2,0,0,"",0.0067113833501935005,0.016665972769260406,0.9766225814819336,"negativo"
"seuvicente1","2026-01-04","08:52:58","@Elizabe04350231 @BolsonaroSP @NicolasMaduro 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😘",0,72,4,27,3,0,0,"",0.8520817756652832,0.11881065368652344,0.029107585549354553,"positivo"
"idriscastro","2026-01-04","08:51:37","@BolsonaroSP @NicolasMaduro Tu precisa ser extraditado, Bananinha. Acho que já deu o que tinha que dar.",0,103,16,0,2,1,0,"",0.004691058304160833,0.012703255750238895,0.9826056957244873,"negativo"
"idriscastro","2026-01-04","08:50:19","@BolsonaroSP @NicolasMaduro Lá vem Bananinha com mais narrativa maluca pra alimentar o gado. Cansativo.",0,103,14,0,2,0,0,"",0.0030508176423609257,0.006044506095349789,0.9909047484397888,"negativo"
"Falvarolinhares","2026-01-04","08:43:30","@BolsonaroSP @ChagasMartins74 @NicolasMaduro 🙏🙏🙏...e como estou aguardando com muita ansiedade acontecer aqui, o mesmo que aconteceu na Venezuela",0,145,18,3,3,0,0,"",0.617260217666626,0.3433012068271637,0.03943862393498421,"positivo"
"Elizabe04350231","2026-01-04","08:37:15","@seuvicente1 @BolsonaroSP @NicolasMaduro Olha Bolsonaro já está presso...POR ENQUANTO assim que estes criminosos cair Brasil voltará respirar melhor Trump neles vai deletar logo 😂😂😂",0,181,24,3,3,0,0,"",0.4428446590900421,0.3527543246746063,0.20440098643302917,"positivo"
"seuvicente1","2026-01-04","08:33:16","@Elizabe04350231 @BolsonaroSP @NicolasMaduro 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Vai pensando que o Presidente Lula é teu GOLPISTA CONDENADO DE ESTIMAÇÃO. Pensa bem muito! Quem tem Mauro Cid é o teu BOZO🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/ReN2Getf7w",1,249,28,57,3,0,0,"",0.3348601162433624,0.32113996148109436,0.3439999520778656,"negativo"
"allinedeon","2026-01-04","07:07:41","@BolsonaroSP @NicolasMaduro Bananinha vc já comprou sua gadaiana?🤣🤣🤣🤣🤣🤣🤣 https://t.co/QaejyDeXXo",1,96,9,7,2,0,0,"",0.6721678972244263,0.2764672636985779,0.05136476829648018,"positivo"
"allinedeon","2026-01-04","07:05:18","@BolsonaroSP @NicolasMaduro https://t.co/vwIb41va7V",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"allinedeon","2026-01-04","06:59:23","@BolsonaroSP @NicolasMaduro https://t.co/rWx6Zpt92b",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"JoseRobertoTak1","2026-01-04","06:57:28","@BolsonaroSP @NicolasMaduro 💪💪🇧🇷🇧🇷",0,34,3,4,2,0,0,"",0.6444084644317627,0.33568891882896423,0.019902564585208893,"positivo"
"Andr91652433","2026-01-04","06:32:21","@BolsonaroSP @NicolasMaduro Magninsk, Magninsk, Magninsk... 🤪🤡🫩😵‍💫",0,66,6,4,2,0,0,"",0.041100937873125076,0.11626431345939636,0.8426347374916077,"negativo"
"LippeCasber","2026-01-04","06:26:46","@MaryniceChris @BolsonaroSP @Tali_Mito22 @NicolasMaduro Será que ele fala de onde era a coca no avião do Bozo?",0,110,17,0,4,0,0,"",0.010570317506790161,0.9189635515213013,0.07046618312597275,"neutro"
"Elizabe04350231","2026-01-04","06:15:51","@dAssis92 @BolsonaroSP @NicolasMaduro Opa! Não ofenda meu presente Bolsonaro... Ele está preso porque sistema querem ele fora das Eleições... BOLSONARO FOI Reileito 2022... E logo veremos algo sobre volta do Lula na cadeia é seus ministro Vigaristas😂😂 https://t.co/8kL0B4PhzH",1,275,38,2,3,1,0,"",0.15572243928909302,0.34990251064300537,0.4943750202655792,"negativo"
"Elizabe04350231","2026-01-04","06:11:58","@seuvicente1 @BolsonaroSP @NicolasMaduro Lula que se cuide com delação de Maduro!",0,81,11,0,3,0,0,"",0.07744862139225006,0.8158845901489258,0.10666671395301819,"neutro"
"Elizabe04350231","2026-01-04","06:11:19","@JoseAmaroSant02 @BolsonaroSP @NicolasMaduro Olha de uma coisa é certa Ditador vai abri a boca Lula que se cuide 🤫",0,114,19,1,3,0,0,"",0.15348206460475922,0.5873109698295593,0.25920695066452026,"neutro"
"Elizabe04350231","2026-01-04","06:08:41","@BolsonaroSP @NicolasMaduro Deputado Eduardo Bolsonaro...Amo seu pai estou orando por ele + meu querido sabemos que logo Lula irá cai... Fiquei calado dei um pouco de respeito ao seu pai faça esse favor pra todos nós da Direita... Olavio de Carvalho nos Alertou... BOLSONARO 2026 COLEGA!",0,287,46,0,2,0,0,"",0.3804939389228821,0.35955995321273804,0.2599460780620575,"positivo"
"M4rcoMuniz","2026-01-04","05:54:26","@BolsonaroSP @NicolasMaduro A diferença que no Brasil temos os 3 poderes. https://t.co/JoOTtS1kPA",1,97,12,0,2,0,0,"",0.05764305219054222,0.9102023839950562,0.032154567539691925,"neutro"
"EliasAbensur","2026-01-04","05:47:05","@BolsonaroSP @NicolasMaduro Sai daí, frouxo. Vem encarar a justiça.",0,67,9,0,2,2,0,"",0.004032741766422987,0.01947624236345291,0.9764909744262695,"negativo"
"1210Mateucci","2026-01-04","05:32:01","@BolsonaroSP @NicolasMaduro Ja começou a viajar nas ideias lunáticas, volte a trabalhar seu louco kkk",0,101,15,0,2,0,0,"",0.005452749319374561,0.024690577760338783,0.9698566198348999,"negativo"
"firbana","2026-01-04","05:19:53","@BolsonaroSP @NicolasMaduro Vc não aprende mesmo, Bananinha. Lula já provou que não tem medo de nada. Exatamente por sua coragem é que o Trump largou vc e o covarde do seu pai e se encantou com o estadista Lula!!",0,212,39,0,2,0,0,"",0.040358733385801315,0.10252296924591064,0.8571183681488037,"negativo"
"SergioNett27168","2026-01-04","05:19:41","@BolsonaroSP @NicolasMaduro 🤣🤣🤣🤣🤣😭",0,34,3,6,2,0,0,"",0.4922425150871277,0.24255146086215973,0.2652059495449066,"positivo"
"MarcosVilela79","2026-01-04","05:16:31","@BolsonaroSP @NicolasMaduro https://t.co/R4u72y5eOn",1,51,3,0,2,1,1,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"thiagoshev","2026-01-04","05:01:43","@BolsonaroSP @NicolasMaduro Hauahauahauahauahauahauahuahauahaaua jesus amado. Que maluquice",0,91,7,0,2,0,0,"",0.12646102905273438,0.1467728465795517,0.726766049861908,"negativo"
"euthiagobraga","2026-01-04","04:54:03","@BolsonaroSP @NicolasMaduro As fanfics que o Dudu cria na cabeça dele são as melhores…",0,86,14,0,2,0,0,"",0.9549641013145447,0.032546091824769974,0.012489864602684975,"positivo"
"thiago0001","2026-01-04","04:39:17","@BolsonaroSP @NicolasMaduro Mano, vocês são burros demais, pqp! É só avaliar a história. O Brasil teme o mesmo que a Polônia temia ao ver se vizinho Ucrânia ser invadido e tomado. Uma chuva de imigrantes. Crise humanitária. Risco de bombas no território. Crise energética…",0,272,44,0,2,0,0,"",0.005826455075293779,0.015975460410118103,0.9781980514526367,"negativo"
"nina_ninabg","2026-01-04","04:33:42","@BolsonaroSP @NicolasMaduro https://t.co/3yyU4JB2HV",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Jalimralbou","2026-01-04","04:30:27","@BolsonaroSP @NicolasMaduro O bozo vendo da cadeia",0,50,7,0,2,0,0,"",0.03817344829440117,0.8358166813850403,0.12600982189178467,"neutro"
"BarrosPhablo","2026-01-04","04:28:34","@BolsonaroSP @NicolasMaduro Deixa de ser bobão, ele tá defendendo a soberania do país, não o ditador. Se isso acontecer direto, os EUA controlam tudo aqui na América do Sul, bobão. Eu em… joga um pouquinho de War, pra ver que isso faz sentido.",0,243,43,0,2,0,0,"",0.012572805397212505,0.03598012402653694,0.9514471888542175,"negativo"
"isildafo6205","2026-01-04","04:27:21","@BolsonaroSP @NicolasMaduro Oh camisa 10 do Lula, fica tranquilo logo logo o Trump de expulsa daí",0,97,16,0,2,0,0,"",0.0361279658973217,0.5573204159736633,0.4065515995025635,"neutro"
"Patriotaam35122","2026-01-04","04:23:11","@BolsonaroSP @NicolasMaduro Só mais 72h",0,39,5,0,2,0,0,"",0.054910749197006226,0.9260008335113525,0.019088448956608772,"neutro"
"StalindoTopzera","2026-01-04","04:22:29","@BolsonaroSP @NicolasMaduro O SEU PROBLEMA TEM UMA SOLUÇÃO! https://t.co/oJFep8eGm7",1,83,9,0,2,0,0,"",0.029913853853940964,0.8541608452796936,0.11592534929513931,"neutro"
"Valeriabra80947","2026-01-04","04:16:45","@BolsonaroSP @NicolasMaduro Nojo",0,32,3,0,2,0,0,"",0.004841115325689316,0.004903289023786783,0.9902555346488953,"negativo"
"rezza742","2026-01-04","04:11:22","@BolsonaroSP @NicolasMaduro Quem queria invadir a Venezuela antes do Trump era o bozónaro e quem mais a extrema direita que foi lá no EUA baba no ovos do Trump e agora vem aí falar merda acorda sem noção quem te segue ou segue esses pilantras como lula Bolsonaro é tudo iguais a eles e sujos.",0,292,55,0,2,0,0,"",0.00944316666573286,0.022592462599277496,0.9679642915725708,"negativo"
"CarolMa59343950","2026-01-04","03:51:28","@BolsonaroSP @NicolasMaduro Se interne em uma clínica de reabilitação e pare de passar vergonha, bananinha.",0,107,15,0,2,0,0,"",0.003798688994720578,0.011729487217962742,0.98447185754776,"negativo"
"RicardoRurique","2026-01-04","03:46:15","@BolsonaroSP @NicolasMaduro Vc e o próximo a ser preso vc e o maluquinho lá do Paulo tic tac",0,92,18,0,2,0,0,"",0.04197324812412262,0.5621466636657715,0.3958801031112671,"neutro"
"almir8509","2026-01-04","03:23:59","@BolsonaroSP @NicolasMaduro 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",0,42,3,7,2,0,0,"",0.590689480304718,0.36576658487319946,0.043543994426727295,"positivo"
"FigueiredoTz","2026-01-04","03:23:58","@IceManBrasil @BolsonaroSP @NicolasMaduro Cala a boca fdp kkkkkkk",0,65,8,0,3,0,0,"",0.007768141105771065,0.022269288077950478,0.9699625968933105,"negativo"
"CarlosA42488272","2026-01-04","03:20:53","@BolsonaroSP @NicolasMaduro https://t.co/v1ZSHaHFxl",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Alababayer6","2026-01-04","03:14:02","@BolsonaroSP @NicolasMaduro Vc está acabado dá uma segurada",0,59,8,0,2,0,0,"",0.010824885219335556,0.08302037417888641,0.9061547517776489,"negativo"
"sebastianarcher","2026-01-04","03:12:43","@BolsonaroSP @NicolasMaduro O único à Temer deveria ser o foragido da flia Bolsonaro!",0,85,13,0,2,0,0,"",0.02941220998764038,0.45437687635421753,0.5162109732627869,"negativo"
"adrianobhavanas","2026-01-04","03:05:20","@Csforever19941 @BolsonaroSP @NicolasMaduro Sonha ratos imundos kkkkkkk nunca mais até porque com as condenações até agora 2060 está de volta kkkkkkkkkkk https://t.co/iIVPdsC9iw",1,177,22,0,3,0,0,"",0.01563883386552334,0.086018405854702,0.8983427882194519,"negativo"
"RicPioPio","2026-01-04","03:05:02","@BolsonaroSP @NicolasMaduro https://t.co/9M7KjCQ4yu",1,51,3,0,2,1,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Teresin53806529","2026-01-04","03:04:48","@BolsonaroSP @NicolasMaduro VTNC",0,32,3,0,2,2,0,"",0.004355432465672493,0.0048494660295546055,0.9907951951026917,"negativo"
"grok","2026-01-04","03:00:47","@RicPioPio @BolsonaroSP @NicolasMaduro Sim, Jair Bolsonaro elogiou Hugo Chávez em 1999, chamando-o de ""esperança para a América Latina"" e desejando que sua filosofia chegasse ao Brasil (VEJA, Estadão). Em 2024, elogiou o sistema de votação da Venezuela sob Maduro como sinal de ""eleições justas"" (UOL, Globo). Porém,",0,316,47,0,3,1,0,"",0.0604008324444294,0.854559600353241,0.08503958582878113,"neutro"
"stellacstmo","2026-01-04","03:00:42","@decisilv7 @BolsonaroSP @NicolasMaduro Vcs viajam 🤦🏼‍♀️",0,55,6,1,3,0,0,"",0.00742762116715312,0.030018310993909836,0.9625540971755981,"negativo"
"RicPioPio","2026-01-04","02:59:59","@BolsonaroSP @NicolasMaduro @grok Bolsonaro já elogiou o regime da Venezuela?",0,77,10,0,3,0,0,"",0.016088681295514107,0.9075748324394226,0.07633650302886963,"neutro"
"stellacstmo","2026-01-04","02:59:26","@BolsonaroSP @NicolasMaduro Nada seu pn c! Já vc não deve passar uma agulha, fujão covarde, frouxo. Ainda fica tentando destruir o Brasil a todo custo. Mentiroso dos infernos.",0,175,28,0,2,0,0,"",0.003928506281226873,0.008843502029776573,0.9872280359268188,"negativo"
"SemkiwIvo","2026-01-04","02:53:07","@BolsonaroSP @NicolasMaduro Esqueceram o moribundo na cadeia 😮. Acabou o mimimi dos bozistas.",0,93,13,1,2,0,0,"",0.014125543646514416,0.07205426692962646,0.913820207118988,"negativo"
"AzancyVitor","2026-01-04","02:53:05","@BolsonaroSP @NicolasMaduro Vem trabalhar vem !",0,47,6,0,2,0,0,"",0.08618845045566559,0.39155519008636475,0.5222563743591309,"negativo"
"Thi4Thi","2026-01-04","02:47:18","@BolsonaroSP @NicolasMaduro Na certa da cabeça de encéfalo foi ele que fez isso acontecer okkkk",0,95,15,0,2,0,0,"",0.015035205520689487,0.7017759680747986,0.2831888198852539,"neutro"
"ErickNunes40075","2026-01-04","02:43:06","@BolsonaroSP @NicolasMaduro E ai little banana se o maduro tiver soluçando merece prisão domiciliar ?",0,101,15,0,2,0,0,"",0.021438609808683395,0.5178788900375366,0.4606824517250061,"neutro"
"achcarjr","2026-01-04","02:41:05","@BolsonaroSP @NicolasMaduro Larga de ser bobo, sem pau.",0,55,8,0,2,0,0,"",0.003644824493676424,0.008314062841236591,0.9880410432815552,"negativo"
"Rosinei1961","2026-01-04","02:40:40","@BolsonaroSP @NicolasMaduro O importante bananinha bandido É o seu pai genocida preso Apodrecendo em vida 27 anos preso Mas em breve indo abraça o capeta no inferno O Trump tá cagando pro seu pai Vc e sua família são bandidos Miliciano",0,235,41,0,2,0,0,"",0.014344925060868263,0.02195434831082821,0.9637007117271423,"negativo"
"all_face","2026-01-04","02:37:02","@IceManBrasil @BolsonaroSP @NicolasMaduro Tem certeza disso? Pelo que se vê, quem realmente teme tribunais, prisões e investigações são aqueles que atacam a democracia, flertam com o golpismo e hoje respondem por seus próprios atos. Os que não estão no chilindró, estão foragidos, haja vista, o ex Dep Eduardo Bolsonaro.",0,320,49,0,3,0,0,"",0.022886035963892937,0.1520940214395523,0.8250199556350708,"negativo"
"TonyAlcantara70","2026-01-04","02:36:42","@BolsonaroSP @NicolasMaduro Vai trabalhar VAGABUNDO!",0,52,5,0,2,0,0,"",0.005715858191251755,0.015249064192175865,0.9790350198745728,"negativo"
"all_face","2026-01-04","02:31:48","@BolsonaroSP @NicolasMaduro Eduardo, o pres. Lula não teme a prisão de Maduro. O q o Brasil defende é soberania, direito internacional e soluções diplomáticas, algo que sempre faltou ao bolsonarismo, q prefere bravatas, submissão externa e silêncio diante de ditaduras amigas.",0,276,41,0,2,0,0,"",0.1416449099779129,0.6046079993247986,0.2537470757961273,"neutro"
"Brasil_12345_","2026-01-04","02:31:16","@BolsonaroSP @NicolasMaduro Medo? Kkkkkk. Tu é muito vagabundo mesmo!!!! Medo tem o presidiário do teu pai de ficar na cadeia e tu nem se fala, fugiu para não ir pra cadeia. Vcs são comédia. Agora estão alimentando na bolha de vcs que Lula tá com medo do que maduro vai falar. Kkkk. Vcs sao insanos.",0,299,55,0,2,0,0,"",0.010984878055751324,0.026216957718133926,0.9627982378005981,"negativo"
"cotia93369","2026-01-04","02:29:49","@BolsonaroSP @NicolasMaduro Maduro vai pra o AP que seu pai está",0,64,11,0,2,0,0,"",0.0222700797021389,0.8697873950004578,0.10794252902269363,"neutro"
"HugoPeake","2026-01-04","02:21:01","@BolsonaroSP @NicolasMaduro Você realmente é um imbecil muito burro Escrivão vagabundo https://t.co/ugvsrFvfXa",1,110,12,0,2,0,0,"",0.004480517935007811,0.009097804315388203,0.9864217042922974,"negativo"
"mar_felipp","2026-01-04","02:18:57","@BolsonaroSP @NicolasMaduro Tonhão da lua, maluquinho do centro",0,63,8,0,2,0,0,"",0.04065236076712608,0.9357935786247253,0.02355414442718029,"neutro"
"EuEdu83","2026-01-04","02:18:11","@BolsonaroSP @NicolasMaduro o maduro pode tambem dizer quem mato a mariele e dizer q seu pai fazia parte da milícias revolucionista tambem os numeros da mega da virada de 2026 e ate dizer tabem pq nqo o que caguei hoje depois do almoço",0,235,43,0,2,0,0,"",0.0414615124464035,0.27107325196266174,0.6874651908874512,"negativo"
"AlSantos157532","2026-01-04","02:15:37","@BolsonaroSP @NicolasMaduro Cala sua boca Você é só um famoso ninguém",0,69,11,0,2,0,0,"",0.004568028263747692,0.012071170844137669,0.983360767364502,"negativo"
"Pretolu","2026-01-04","02:15:27","@IceManBrasil @BolsonaroSP @NicolasMaduro https://t.co/3YYt3dWf4O",1,65,4,0,3,0,0,"",0.05683412030339241,0.9249245524406433,0.018241360783576965,"neutro"
"Pretolu","2026-01-04","02:15:02","@BolsonaroSP @NicolasMaduro https://t.co/fDSI58MH23",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Reinaldopadua","2026-01-04","02:11:41","@BolsonaroSP @NicolasMaduro Esse troxa continua falando e escrevendo merda? Quem acredita nas baboseiras? Kkkkk",0,111,14,0,2,0,0,"",0.005076623521745205,0.01263477560132742,0.9822885990142822,"negativo"
"AgroComunista","2026-01-04","02:10:53","@MaryniceChris @BolsonaroSP @Tali_Mito22 @NicolasMaduro Incrível como vocês continuam se apegando a esses pequenos vestígios de ilusões vazias.",0,143,17,0,4,0,0,"",0.010987981222569942,0.04944857209920883,0.9395633935928345,"negativo"
"GeoTopGameX","2026-01-04","02:09:37","@BolsonaroSP @NicolasMaduro Realidade...você perdeu cargo político, Perdeu cargo federal Já já vai ser deportado. Kkk",0,117,15,0,2,0,0,"",0.05009029805660248,0.4064118564128876,0.5434978604316711,"negativo"
"joaovictormv","2026-01-04","02:07:22","@BolsonaroSP @NicolasMaduro Nada. E o que seu pai tem na prisão?",0,64,11,0,2,0,0,"",0.015472185797989368,0.831183135509491,0.15334467589855194,"neutro"
"pgsilva60","2026-01-04","02:06:35","@BolsonaroSP @NicolasMaduro https://t.co/qewPCBoDnv",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Jose85598737","2026-01-04","02:05:26","@BolsonaroSP @NicolasMaduro Teu col",0,35,4,0,2,0,0,"",0.07117636501789093,0.829339325428009,0.09948436915874481,"neutro"
"HamiltonTeixe10","2026-01-04","02:04:28","@BolsonaroSP @NicolasMaduro Bananinha aproveitando a onda pra querer surfar. Pena que Paulinho tictac não possa fazer o mesmo por estar fora de peso. Kkkkk",0,155,24,0,2,0,0,"",0.04770788177847862,0.36045095324516296,0.5918411016464233,"negativo"
"glauber1rocha","2026-01-04","02:02:51","@BolsonaroSP @NicolasMaduro Você deve tá fumando bosta, só pode.",0,64,9,0,2,0,0,"",0.0033247205428779125,0.02956969290971756,0.9671056866645813,"negativo"
"Lione977","2026-01-04","02:01:34","@BolsonaroSP @NicolasMaduro Vem debater esse tema aqui no Brasil, conspirador, fujão!",0,85,11,0,2,0,0,"",0.006877507083117962,0.04312139376997948,0.9500011205673218,"negativo"
"XandaoSemMedo7","2026-01-04","01:59:12","@BolsonaroSP @NicolasMaduro Vem pro brasil rato",0,47,6,0,2,0,0,"",0.0620325468480587,0.350460410118103,0.5875070095062256,"negativo"
"ROSARIONAS","2026-01-04","01:58:44","@BolsonaroSP @NicolasMaduro Vergonha é ser bolsonaristas",0,56,6,0,2,0,0,"",0.00528017757460475,0.010376525111496449,0.9843432903289795,"negativo"
"1ber7o","2026-01-04","01:56:25","@BolsonaroSP @NicolasMaduro #OraBrasil #HonraToga #AnistiaJá #ForaLula",0,70,6,0,2,0,0,"",0.09169219434261322,0.8670967817306519,0.041211098432540894,"neutro"
"KatiaPaulabio43","2026-01-04","01:56:23","@BolsonaroSP @NicolasMaduro Esses filhos do Golpista, não sabem falar de outra coisa! Vocês acham mesmo, que isso vai mudar alguma coisa, no golpe que o pai de vocês deu no Brasil?😡😂",0,182,31,2,2,0,0,"",0.021540362387895584,0.05178152024745941,0.9266781210899353,"negativo"
"soueu1com","2026-01-04","01:52:44","@BolsonaroSP @NicolasMaduro Fiquei sabendo que um cara fortão invadiu a casa de Eduardo bolsonaro e comeu a mulher dele, alegando que o bananinha não a fazia goz@r. Importante intervenção 👏🏽👏🏽",0,192,30,2,3,0,0,"",0.14910495281219482,0.7531504034996033,0.09774457663297653,"neutro"
"CamiloJuri","2026-01-04","01:52:15","@BolsonaroSP @NicolasMaduro Aí bananinha tu é burro mesmo, seus planos de dick vigarista só dão errado.... Papai tá preso por sua causa kkkkkkk",0,143,23,0,2,0,0,"",0.007220481522381306,0.02605467475950718,0.9667247533798218,"negativo"
"JoaoDoBrasil01","2026-01-04","01:51:48","@BolsonaroSP @NicolasMaduro LULA ENVOLVIDO NO NARCOTRÁFICO NÉ? https://t.co/A6QyjP2c0G",1,86,8,0,2,0,0,"",0.011259648948907852,0.8222171664237976,0.16652314364910126,"neutro"
"Csforever19941","2026-01-04","01:51:42","@adrianobhavanas @BolsonaroSP @NicolasMaduro Se nós tiver = se os tiver",0,71,10,0,3,0,0,"",0.07200269401073456,0.8910495042800903,0.03694780543446541,"neutro"
"juli_anaaaaaaa","2026-01-04","01:49:55","@BolsonaroSP Vai trabalhar, vagabundo!",0,38,4,0,1,0,0,"",0.00861592497676611,0.022640807554125786,0.9687432050704956,"negativo"
"Flabio45","2026-01-04","01:47:37","@BolsonaroSP @NicolasMaduro Vamos esperar às 72h.",0,49,6,0,2,0,0,"",0.030910814180970192,0.9572241306304932,0.011865095235407352,"neutro"
"100caradepau","2026-01-04","01:39:37","@BolsonaroSP @NicolasMaduro Volta pro Brasil. Vem trabalhar",0,59,7,0,2,0,0,"",0.005924611818045378,0.023226367309689522,0.9708489775657654,"negativo"
"rosileneredondo","2026-01-04","01:39:33","@BolsonaroSP @NicolasMaduro https://t.co/7oojtWn5gc",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"rosileneredondo","2026-01-04","01:39:23","@BolsonaroSP @NicolasMaduro https://t.co/BQkKYsPuI7",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
